entity_id,entity_name,sector,country,ownership_type,auditor_tier,industry_cyclicality,hedging_policy,covenant_quality,sanctions_exposure,financials_audited,revenue_usd_m,ebitda_margin_pct,ebit_margin_pct,cash_usd_m,total_assets_usd_m,equity_usd_m,net_debt_usd_m,debt_to_equity,interest_expense_usd_m,interest_coverage,operating_cf_usd_m,capex_usd_m,fcf_usd_m,dscr,current_ratio,quick_ratio,dso_days,dpo_days,dio_days,revenue_cagr_3y_pct,years_in_operation,governance_score_0_100,esg_controversies_3y,country_risk_0_100,fx_revenue_pct,collateral_coverage_pct,payment_incidents_12m,legal_disputes_open,PD_1y_pct,LGD_pct,EAD_usd_m,implied_rating,risk_bucket
SYN000001,Synthetic Entity 000001,Technology,United States,Public,Big4,High,,Weak,Indirect,Yes,7574.016955611141,9.923687121443535,7.069403684448462,1025.9312321678146,5237.783378410386,3475.0898224196103,183.02571000530057,0.04977210508469025,5.8161051058667335,28.991812227644967,490.71067468425815,302.55245961629623,188.15821506796192,4.835103756861752,1.5893114493427,1.3967132447734998,60.24935285162243,25.701290234367352,22.59546252168043,12.375889181737051,44.37162708560172,53.32946400477186,0,10.688559013873638,52.814731402457795,58.001735439066955,1,0,,,,,Low
SYN000002,Synthetic Entity 000002,Real Estate,Brazil,Private,Other,Medium,Partial,Standard,,No,3324.202262106263,15.778998290370206,10.871194894723237,540.9130430518336,3893.2844136771464,1831.5831010941463,0.0,0.0,0.5245489897040228,30.548130285068893,378.491175330468,105.42937179623434,273.0618035342337,4.8676148117866695,0.4880410485139454,0.2934654251003722,77.26729767255335,19.91256266457016,40.460622282567364,2.6554192301523925,75.80913105300084,49.05757120296163,0,36.38450669498507,26.20624053161644,7.730458721178373,1,1,,,,,Low
SYN000003,Synthetic Entity 000003,Real Estate,Australia,Public,Big4,Medium,,Standard,,Yes,19509.540264544474,16.5969443168426,8.397812982025155,1944.5718619051395,24528.251660332873,13369.257064236965,2253.5544506426168,0.179242475511635,270.3950461071809,6.489779944973742,1965.2303649233709,438.87154600577827,1526.3588189175925,5.0510887149825825,0.8008923118924772,0.5926618210626856,36.08002119836212,94.6599479441596,52.818813425365654,26.094954336829343,47.405618472838576,82.99755575789169,0,5.026060492202503,59.04037270087538,51.61013608789171,0,0,,,,,Low
SYN000004,Synthetic Entity 000004,Consumer Goods,Brazil,Public,Big4,Medium,Partial,Weak,,Yes,12809.04905917954,23.60694198087484,20.999969459513764,2132.5159491068357,11385.965429369071,6857.754055397841,1584.4196577667076,0.24894310092359273,105.68700366311015,24.745250201759998,2091.3073774004306,1320.5778912852697,770.7294861151609,4.968672420468382,1.7407765042507075,1.1351748691269576,94.73864729616338,57.97853799385999,62.832233790830905,21.53885621079685,63.672606152285304,73.4842691077124,0,58.26527764043604,30.669108302223123,109.31752477948883,0,0,,,,,Low
SYN000005,Synthetic Entity 000005,Transportation,Turkey,Private,Other,High,Partial,Strong,,Yes,47192.52208054656,6.374155199443948,3.251396048914768,8195.97351742688,80597.309210509,46905.36803352365,517.0115811974185,0.0096487390532285,56.06661851992024,29.599051871159027,1110.9836443721745,2534.950498393664,-1423.9668540214896,5.183180508471202,0.947549294361424,0.5426652086445505,55.44245537223018,97.99580925860529,91.30169836429741,0.7104109233906541,55.01531574629721,50.40364901055373,1,17.140741057462193,36.50849035845706,64.50413673795691,0,0,,,,,Low
SYN000006,Synthetic Entity 000006,Retail,Turkey,Public,Other,High,,Standard,,Yes,10371.172111826721,22.549534542097913,17.641081731617003,1285.925902202237,21322.740005567677,10876.60142945797,1014.1544821100573,0.10136622220376204,120.66385311861508,17.095675013361816,1732.2297605361132,452.3585216532017,1279.8712388829115,4.802628584314352,1.8357144944166062,1.434187503470347,56.24488919673305,46.435526199552434,41.36922530632839,6.432083231086836,45.38866878803087,88.54303675597731,2,11.10535912640343,12.435765893154851,61.799265553225936,2,0,,,,,Low
SYN000007,Synthetic Entity 000007,Consumer Goods,China,Public,Big4,Low,Comprehensive,Weak,,Yes,1425.1379522759037,23.38858201312339,16.949671399546084,185.50807428551911,1864.1194735134063,724.291139070328,145.57109007401266,0.19134149440243062,15.853187041470854,15.531740309667878,298.6152997124565,115.90647863111235,182.70882108134413,4.925617083735742,1.4485647513034845,0.9395489376996401,53.82346893548315,42.67497982534222,26.079519715651582,-9.835082673717874,14.163997741857054,68.38727558797224,1,54.01814131146736,7.699207892625793,75.29574202054728,0,0,,,,,Low
SYN000008,Synthetic Entity 000008,Retail,India,Private,Big4,Medium,Partial,Weak,,Yes,4248.89385079498,18.848122683000383,12.05117493265341,486.0697305206952,3565.7720738403154,1967.4788014415078,219.66683642159742,0.11508337295886947,13.910452129197267,30.730513766669326,598.7336225335156,123.2196886868157,475.5139338466999,4.5417420982803804,1.4636469462754458,1.1821082135542935,57.46045302414568,52.14566608628403,83.19216554560069,8.656550093545391,14.036016786616289,71.37813178714974,2,17.066336611413227,35.42431452247681,14.905142584792886,1,1,,,,,Low
SYN000009,Synthetic Entity 000009,Telecommunications,Turkey,Public,Big4,Medium,Comprehensive,Weak,,Yes,12403.139814305941,18.88019646334454,15.971212113938662,1839.9702933524197,23193.475518988344,10674.210962633848,777.7538851895116,0.06551642177606722,29.862791004872243,29.04703645196949,2214.3145987057305,1465.0042689237027,749.3103297820278,5.087927321203399,1.0697430632190594,0.9198056933521017,43.10337378850051,89.04141999602655,36.6069998713264,17.88628176421916,9.138137089664276,53.04211215686632,1,10.287540785733269,64.53484484505104,60.081530378085574,2,0,,,,,Low
SYN000010,Synthetic Entity 000010,Consumer Goods,United States,Public,Big4,Medium,Partial,Standard,,Yes,5234.269854057812,19.522748797636424,16.31235328663108,990.7578680038388,7472.28893758611,2815.550118936946,0.0,0.0,0.4916927367222232,32.06492379739918,723.2697911158083,522.1898999616014,201.07989115420685,4.723563696924592,1.9058052275112491,1.7240048589067547,57.43052313082646,82.50099824856488,53.743996120193614,15.88924120238988,63.479728030421235,64.19323923831583,1,14.564321254277273,18.80337002396841,31.253641261228704,0,1,,,,,Low
